label,qname,qdcount,ancount,arcount,nscount,qd_qname_len,qd_qname_shannon,qd_qtype,an_rrname_len,an_rrname_shannon,an_type,an_ttl,an_rdata_len,an_rdata_shannon,ar_rrname_len,ar_rrname_shanonn,ar_type,ar_rdata_len,ar_rdata_shannon
0,www.ibestfile.com.,1,0,1,0,18,3.4193819456463714,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.stormyhen.com.,1,0,1,0,18,3.4193819456463714,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.vietnamfinance.vn.,1,0,1,0,23,3.2946635862096043,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.bcadventuretours.com.,1,0,1,0,25,3.7834651896016473,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.thetudans.org.ghs.googlehosted.com.,1,0,1,0,39,3.7240213729755536,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,thucung.taoungdung.com.,1,0,1,0,23,3.2946635862096048,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,protectmycar.agilecrm.com.,1,0,1,0,26,3.5364142371222305,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,proxy.servidor.googlepages.com.,1,0,1,0,31,3.7324446013247066,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.bigbendrailroadhistory.com.,1,0,1,0,31,3.9937305842314763,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.dtec.co.nz.,1,0,1,0,15,2.9232314287976213,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,isepaddysdayparade.googlepages.com.,1,0,1,0,35,3.604023645937705,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,wiki.tothenew.com.,1,0,1,0,18,3.350209029099897,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.scottonfilm.com.,1,0,1,0,20,3.3086949695628416,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.pathwayofgrace.com.,1,0,1,0,23,3.588354347173233,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.flex-sense.com.,1,0,1,0,20,3.546439344671015,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,jimcrosby.canineaggressionissueswithjimcrosby.com.ghs.googlehosted.com.,1,0,1,0,71,4.028022345540801,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,gallery.a4desk.com.,1,0,1,0,19,3.681880802803404,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.fueltrans.com.au.,1,0,1,0,22,3.6069367321753214,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,catalystkinggaming.ghs.googlehosted.com.,1,0,1,0,40,3.827567157116928,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.tjraygun.com.,1,0,1,0,17,3.5280643115840498,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.facturadirecta.com.,1,0,1,0,23,3.5227119556807582,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,s-microsoft.com.,1,0,1,0,16,3.202819531114783,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.tacobun.com.,1,0,1,0,16,3.1556390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.mrayc.com.ghs.googlehosted.com.,1,0,1,0,35,3.6395982887330334,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,multicrew.setmore.com.,1,0,1,0,22,3.447401504705915,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.southridgeabstract.com.,1,0,1,0,28,3.86933126111152,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.phunk.com.,1,0,1,0,14,3.128085278891395,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,app.physiotrack.co.uk.,1,0,1,0,22,3.5160276412662297,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.imagers.net.,1,0,1,0,17,3.3371753411230767,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,on.shoptv.com.,1,0,1,0,14,3.128085278891395,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,email.iriscover.com.,1,0,1,0,20,3.3464393446710154,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,app.cannabisinsurancesales.com.,1,0,1,0,31,3.5632474239751413,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.hoalife.com.,1,0,1,0,17,3.2195282822995486,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,oozima.agilecrm.com.,1,0,1,0,20,3.3086949695628425,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,governmentjobs.com.,1,0,1,0,19,3.5766176449086675,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.longine.jp.,1,0,1,0,15,3.139572261986723,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.cvrce.edu.in.,1,0,1,0,18,3.3921472236645345,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.gkmassociates.com.,1,0,1,0,23,3.4357554339416274,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,snapapp.com.,1,0,1,0,12,2.8553885422075336,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.bontragersecurity.com.,1,0,1,0,27,3.884155094595805,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.warchest.com.,1,0,1,0,17,3.5280643115840498,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.rentrivendelloc.com.,1,0,1,0,24,3.5739348962840563,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,ecotopiaradio.googlepages.com.,1,0,1,0,30,3.5559130951758253,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.blackdocuments.com.,1,0,1,0,23,3.7294461949052566,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.neverlight.pl.,1,0,1,0,19,3.5368867237421693,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.westerveld-and-westerveld.com.,1,0,1,0,34,3.6571925329241433,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.megaslips.com.,1,0,1,0,18,3.4193819456463714,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.metrohk.com.hk.,1,0,1,0,19,3.1555650133297206,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,system4.homeboundhealth.com.,1,0,1,0,28,3.8154107252426983,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.strongsupplementshop.com.,1,0,1,0,29,3.762310736133871,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mayfairbeautyparlour.com.,1,0,1,0,25,3.7336606896881857,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.cunyufs.org.,1,0,1,0,16,3.2806390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.ecoventsystems.com.,1,0,1,0,23,3.348798912202497,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.caprockmail.com.,1,0,1,0,20,3.3086949695628416,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,badoo.com.,1,0,1,0,10,2.646439344671016,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,donate.goodfridayappeal.com.au.,1,0,1,0,31,3.781147020819124,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,sublimevideo.net.,1,0,1,0,17,3.5724694587701364,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,capitalplacement.agilecrm.com.,1,0,1,0,30,3.5395722619867227,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,advice.leadpages.net.,1,0,1,0,21,3.4632805178108104,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.vinacafebienhoa.com.,1,0,1,0,25,3.543465189601647,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.c4ej.com.,1,0,1,0,13,2.8150724101159437,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.buah.de.,1,0,1,0,13,3.1808329872054406,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,dodge.com.,1,0,1,0,10,2.7219280948873625,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,redhill.cusd10.org.,1,0,1,0,19,3.681880802803404,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.techimprovement.com.,1,0,1,0,24,3.5424812503605785,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.rugbyworldcup.com.,1,0,1,0,22,3.5160276412662306,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.scootbacks.com.,1,0,1,0,19,3.1416354077249613,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.spott.ly.,1,0,1,0,14,3.182005814760214,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,www.mediaktive.com.,1,0,1,0,19,3.4316235658474312,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.tradingcollege.co.uk.,1,0,1,0,25,3.6536606896881856,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.abcmouse.com.,1,0,1,0,17,3.175123135113461,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,tsc-58.cape.com.,1,0,1,0,16,3.4056390622295662,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.katwang.com.,1,0,1,0,16,3.077819531114783,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.drumhillford.com.,1,0,1,0,22,3.4474015047059154,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.gocacademy.com.,1,0,1,0,20,3.270950594454668,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.mmcreative.net.,1,0,1,0,20,3.3086949695628416,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,pitcrew.setmore.com.,1,0,1,0,20,3.346439344671015,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.yardsthegame.com.,1,0,1,0,21,3.653756708287001,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,smtp.mundialcup.it.,1,0,1,0,19,3.4713544870139303,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.thelbnetwork.com.,1,0,1,0,21,3.4992275417233567,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.bluelaserdesign.com.,1,0,1,0,25,3.753269689515108,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.alanjanbay.com.,1,0,1,0,19,3.2210972500579578,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.inrange.co.nz.,1,0,1,0,19,3.3660913291191936,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,asacp.org.,1,0,1,0,10,2.9219280948873623,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.boldmarker.com.,1,0,1,0,20,3.446439344671015,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.singaporelandscapedesign.com.,1,0,1,0,33,3.8162327553287323,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.waterlootechnicalsociety.org.,1,0,1,0,33,3.740771391823488,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.recioy.com.,1,0,1,0,15,3.0062389286533886,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,vps.coursepark.com.,1,0,1,0,19,3.4713544870139303,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.acerapis.com.,1,0,1,0,17,3.292770193936991,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,admin.mozello.ru.,1,0,1,0,17,3.4548223999466066,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.bannhadat.com.,1,0,1,0,19,3.3660913291191936,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.silverado2.org.,1,0,1,0,19,3.5368867237421693,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,drive.rgsw.org.uk.,1,0,1,0,18,3.3502090290998976,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.myjourneytofit.com.ghs.googlehosted.com.,1,0,1,0,44,3.9381657784203083,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.smarthousehuahin.com.,1,0,1,0,26,3.6612262562697886,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.ifanboy.com.,1,0,1,0,17,3.3371753411230767,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,www.dps-web.com.,1,0,1,0,16,3.202819531114783,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.mcmtrucking.com.,1,0,1,0,21,3.4632805178108104,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.marinechickvet.com.,1,0,1,0,23,3.6424896731661263,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,sitestat.com.,1,0,1,0,13,3.026986833359288,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.idempiere.org.,1,0,1,0,18,3.155221528859512,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.diaocthanhle.com.,1,0,1,0,22,3.481714572986073,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.wohneninwien.com.,1,0,1,0,21,2.9463875191311284,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.soyolivia.com.,1,0,1,0,19,3.1813663288914595,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,altaz.haji.googlepages.com.,1,0,1,0,27,3.6619328723735824,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.undimancheasauve.com.ghs.googlehosted.com.,1,0,1,0,46,3.906091782276404,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,addictinggames.com.,1,0,1,0,19,3.5110854081804286,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,ghs-svc-https-c1055.ghs-ssl.googlehosted.com.,1,0,1,0,45,3.821602886135672,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,surg.bsmu.edu.ua.,1,0,1,0,17,3.0286393118385755,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,personal.juniperbeach.net.,1,0,1,0,26,3.796217602590056,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.dedood.com.,1,0,1,0,16,2.9834585933443494,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,cdn.truconversion.com.,1,0,1,0,22,3.5039975273348483,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.ypntoday.com.,1,0,1,0,17,3.292770193936991,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.fontanafamily.org.,1,0,1,0,22,3.5383105956150063,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.rissaigon.edu.vn.,1,0,1,0,22,3.6069367321753214,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,mail.kershinsurance.com.,1,0,1,0,24,3.7201755214643453,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.mananaseguro.com.,1,0,1,0,21,3.4273334938982654,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.topnotchembroidery.net.,1,0,1,0,28,3.842370993177109,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,xabi.elustondo.googlepages.com.,1,0,1,0,31,3.8213119401041733,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,mail.citicarenv.org.,1,0,1,0,20,3.546439344671015,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,2.75
0,cdn.capsulecrm.com.,1,0,1,0,19,3.4713544870139312,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,12-41-206-244.sonicdrivein.com.,1,0,1,0,31,3.9292144551992174,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,ghs-svc-https-c91.ghs-ssl.googlehosted.com.,1,0,1,0,43,3.7248401161269777,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.radiusnetworks.com.,1,0,1,0,23,3.708132064658602,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.amhnetworks.com.,1,0,1,0,20,3.4841837197791894,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,api.lienwaivers.io.,1,0,1,0,19,3.3660913291191936,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
0,www.tananaev.com.,1,0,1,0,17,3.1307179879273748,1,0,0.0,0,0,0,0.0,1,-0.0,41,8,3.0
